Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Land Use (ha)
Mexico,1995,89969570,27401,0.000304559,0.30455855,1.6477,16630
Mexico,1996,91586560,42631,0.000465472,0.46547223,1.8461,23093
Mexico,1997,93183090,32204,0.000345599,0.3455992,1.4930999,21569
Mexico,1998,94767290,48763,0.000514555,0.5145552,1.5249,31978
Mexico,1999,96334810,50567,0.000524909,0.52490894,1.9461999,25983
Mexico,2000,97873450,45164,0.000461453,0.46145305,1.9919,22674
Mexico,2001,99394290,40560,0.000408072,0.40807173,1.9957,20324
Mexico,2002,100917080,21936,0.000217367,0.21736657,1.7623999,12447
Mexico,2003,102429340,22437,0.000219049,0.21904855,1.8363999,12218
Mexico,2004,103945816,21763,0.000209369,0.20936869,1.8908,11510
Mexico,2005,105442400,16122,0.000152899,0.15289865,1.879,8580
Mexico,2006,106886790,19381,0.000181323,0.18132268,1.9817,9780
Mexico,2007,108302980,13008,0.000120108,0.1201075,1.8869,6894
Mexico,2008,109684500,11442,0.000104317,0.10431738,1.9331,5919
Mexico,2009,111049420,7822,7.04371E-05,0.070437105,1.814,4312
Mexico,2010,112532400,6983,6.20532E-05,0.06205324,1.744,4004
Mexico,2011,114150480,9648,8.452E-05,0.08452001,2.1322,4525
Mexico,2012,115755910,15235,0.000131613,0.13161315,2.188,6963
Mexico,2013,117290680,15145,0.000129124,0.12912364,2.0486,7393
Mexico,2014,118755890,15119,0.000127312,0.12731158,2.0677,7312
Mexico,2015,120149896,12999,0.00010819,0.10818986,1.9485999,6671
Mexico,2016,121519224,15864,0.000130547,0.13054724,2.2533998,7040
Mexico,2017,122839256,17243,0.00014037,0.14037044,2.2875,7538
Mexico,2018,124013864,15181,0.000122414,0.12241374,2.317,6552
Mexico,2019,125085310,16952,0.000135524,0.1355235,2.4866998,6817
Mexico,2020,125998296,14476,0.00011489,0.11489044,2.1004,6892
Middle Africa (FAO),1961,16731000,9902,,,0.5056,19584
Middle Africa (FAO),1962,17064000,10136,,,0.5313,19079
Middle Africa (FAO),1963,17411000,11278,,,0.5293,21308
Middle Africa (FAO),1964,17769000,10761,,,0.5315,20247
Middle Africa (FAO),1965,18137000,14150,,,0.5859,24150
Middle Africa (FAO),1966,18513000,17313,,,0.62839997,27551
Middle Africa (FAO),1967,18901000,16316,,,0.6544,24933
Middle Africa (FAO),1968,19302000,17617,,,0.6616,26629
Middle Africa (FAO),1969,19724000,13645,,,0.5841,23361
Middle Africa (FAO),1970,20171000,15849,,,0.5613,28237
Middle Africa (FAO),1971,20643000,16300,,,0.5754,28330
Middle Africa (FAO),1972,21141000,15522,,,0.56189996,27623
Middle Africa (FAO),1973,21662000,15416,,,0.5439,28342
Middle Africa (FAO),1974,22206000,15074,,,0.5311,28383
Middle Africa (FAO),1975,22769000,19534,,,0.7123,27424
Middle Africa (FAO),1976,23351000,20482,,,0.72099996,28406
Middle Africa (FAO),1977,23953000,15868,,,0.5793,27393
Middle Africa (FAO),1978,24583000,14927,,,0.5542,26933
Middle Africa (FAO),1979,25255000,14818,,,0.5349,27704
Middle Africa (FAO),1980,25973000,14200,,,0.53069997,26757
Middle Africa (FAO),1981,26746000,14378,,,0.5998,23970
Middle Africa (FAO),1982,27566000,14420,,,0.5664,25460
Middle Africa (FAO),1983,28422000,14017,,,0.5789,24214
Middle Africa (FAO),1984,29293000,14643,,,0.5467,26783
Middle Africa (FAO),1985,30169000,14218,,,0.6087,23359
Middle Africa (FAO),1986,31043000,10859,,,0.79109997,13727
Middle Africa (FAO),1987,31920000,9498,,,0.687,13826
Middle Africa (FAO),1988,32812000,10653,,,0.78069997,13646
Middle Africa (FAO),1989,33741000,8575,,,0.6913,12405
Middle Africa (FAO),1990,34716000,7867,,,0.7303,10773
Middle Africa (FAO),1991,35746000,9418,,,0.6888,13674
Middle Africa (FAO),1992,36824000,9146,,,0.6906,13244
Middle Africa (FAO),1993,37938000,10065,,,0.7004,14371
Middle Africa (FAO),1994,39076000,10545,,,0.7078,14898
Middle Africa (FAO),1995,40222000,11205,,,0.7424,15092
Middle Africa (FAO),1996,41374000,10220,,,0.7097,14401
Middle Africa (FAO),1997,42537000,10045,,,0.7021,14308
Middle Africa (FAO),1998,43732000,10390,,,0.71919996,14446
Middle Africa (FAO),1999,44975000,13672,,,0.862,15860
Middle Africa (FAO),2000,46283000,13246,,,0.8145,16262
Middle Africa (FAO),2001,47663000,12286,,,0.7628,16106
Middle Africa (FAO),2002,49109000,12290,,,0.7593,16186
Middle Africa (FAO),2003,50611000,12322,,,0.7898,15601
Middle Africa (FAO),2004,52158000,12878,,,0.77459997,16625
Middle Africa (FAO),2005,53734000,12786,,,0.7873,16241
Middle Africa (FAO),2006,55342000,13222,,,0.79679996,16593
Middle Africa (FAO),2007,56981000,13508,,,0.80759996,16726
Middle Africa (FAO),2008,58652000,13325,,,0.81409997,16367
Middle Africa (FAO),2009,60355000,13374,,,0.82269996,16257
Middle Africa (FAO),2010,130678000,13447,,,0.83489996,16106
Middle Africa (FAO),2011,134927000,13489,,,0.8486,15896
Middle Africa (FAO),2012,139283000,13608,,,0.85929996,15837
Middle Africa (FAO),2013,143752000,14107,,,0.8497,16602
Middle Africa (FAO),2014,148336000,14507,,,0.8466,17136
Middle Africa (FAO),2015,153034000,14379,,,0.8806,16328
Middle Africa (FAO),2016,157850000,14257,,,0.8466,16840
Middle Africa (FAO),2017,162778000,14328,,,0.85289997,16799
Middle Africa (FAO),2018,167812000,14286,,,0.8602,16608
Middle Africa (FAO),2019,172953000,14262,,,0.8531,16718
Middle Africa (FAO),2020,,14250,,,0.85349995,16695
Moldova,1992,4494901,42382,0.009428906,9.428906,1.5078,28109
Moldova,1993,4493699,50220,0.011175648,11.175648,1.6093,31206
Moldova,1994,4482513,41486,0.009255077,9.255077,1.4591999,28430
Moldova,1995,4461238,27000,0.006052132,6.0521318,1.3396,20156
Moldova,1996,4430199,19500,0.004401608,4.4016084,1.1962999,16300
Moldova,1997,4393794,23753,0.005406034,5.406034,1.3736,17292
Moldova,1998,4353535,24414,0.005607856,5.6078564,1.1223,21753
Moldova,1999,4303942,22407,0.005206158,5.2061575,1.2041999,18608
Moldova,2000,4251571,25306,0.005952153,5.952153,1.0752,23537
Moldova,2001,4200500,16058,0.003822878,3.8228782,0.9485,16930
Moldova,2002,4147644,11806,0.002846435,2.8464352,1.2777,9240
Moldova,2003,4093984,6692,0.001634594,1.6345936,1.2508,5350
Moldova,2004,4046998,7900,0.001952064,1.9520642,1.3859999,5700
Moldova,2005,4001380,6690,0.001671923,1.6719232,1.4233999,4700
Moldova,2006,3942748,4850,0.001230107,1.2301066,1.3857,3500
Moldova,2007,3876847,3632,0.000936844,0.9368438,1.235,2941
Moldova,2008,3812420,3864,0.00101353,1.0135295,1.457,2652
Moldova,2009,3749496,4416,0.001177758,1.1777583,1.7551999,2516
Moldova,2010,3678186,7610,0.002068955,2.0689548,1.7652999,4311
Moldova,2011,3595135,5415,0.001506202,1.5062022,1.4157,3825
Moldova,2012,3507197,2854,0.000813755,0.81375526,1.2217,2336
Moldova,2013,3416532,2201,0.000644221,0.6442205,1.4812,1486
Moldova,2014,3338338,1396,0.000418172,0.41817216,1.6327,855
Moldova,2015,3277390,1247,0.000380486,0.3804857,1.5529,803
Moldova,2016,3225125,850,0.000263556,0.26355567,1.3622,624
Moldova,2017,3180515,969,0.000304668,0.30466763,1.818,533
Moldova,2018,3141839,692,0.000220253,0.22025318,1.8907,366
Moldova,2019,3109496,462,0.000148577,0.14857714,1.54,300
Moldova,2020,3084848,435,0.000141012,0.14101181,1.0902,399
Montenegro,2006,632551,431,0.000681368,0.681368,2.2216,194
Montenegro,2007,631931,358,0.000566518,0.5665175,2.2516,159
Montenegro,2008,631475,324,0.000513084,0.51308447,2.1039,154
Montenegro,2009,631187,272,0.000430934,0.4309341,2.1587,126
Montenegro,2010,631048,270,0.00042786,0.4278597,2.1599998,125
Montenegro,2011,631801,258,0.000408356,0.40835643,2.064,125
Montenegro,2012,633053,226,0.000357,0.35700013,2.0179,112
Montenegro,2013,633951,250,0.000394352,0.39435225,2,125
Montenegro,2014,634301,245,0.000386252,0.38625195,2.0417,120
Montenegro,2015,633969,240,0.000378567,0.3785674,2,120
Montenegro,2016,633264,240,0.000378989,0.37898886,2,120
Montenegro,2017,632445,240,0.00037948,0.37947964,2,120
Montenegro,2018,631459,238,0.000376905,0.3769049,1.9833,120
Montenegro,2019,630403,229,0.00036326,0.3632597,1.9741,116
Montenegro,2020,629058,232,0.000368805,0.36880543,1.9828999,117
Morocco,1961,12081717,1800,0.000148985,0.14898545,1.5,1200
Morocco,1962,12404766,2110,0.000170096,0.17009591,1.6230999,1300
Morocco,1963,12726695,841,6.60816E-05,0.06608157,0.98709995,852
Morocco,1964,13044255,2252,0.000172643,0.17264305,1.3909999,1619
Morocco,1965,13381884,2316,0.00017307,0.1730698,1.4412,1607
Morocco,1966,13738507,1697,0.000123521,0.12352143,1.1687,1452
Morocco,1967,14109759,1797,0.000127359,0.12735865,1.0911,1647
Morocco,1968,14490077,1498,0.000103381,0.10338109,0.9299,1611
Morocco,1969,14876983,1333,8.96015E-05,0.0896015,0.9838,1355
Morocco,1970,15274357,3607,0.000236147,0.23614742,1.1143,3237
Morocco,1971,15677305,3100,0.000197738,0.19773807,1.0942,2833
Morocco,1972,16081446,3300,0.000205205,0.20520543,1.1379,2900
Morocco,1973,16489462,3515,0.000213166,0.21316645,1.1834999,2970
Morocco,1974,16902386,4280,0.000253219,0.2532187,1.0918,3920
Morocco,1975,17325328,5330,0.000307642,0.30764207,1.2874,4140
Morocco,1976,17756514,5617,0.000316335,0.31633463,1.3568,4140
Morocco,1977,18206480,4840,0.000265839,0.26583942,1.2275,3943
Morocco,1978,18679864,5577,0.000298557,0.29855678,1.2279,4542
Morocco,1979,19167660,7117,0.000371303,0.3713025,1.359,5237
Morocco,1980,19678446,7670,0.000389767,0.38976656,1.3337,5751
Morocco,1981,20208270,6350,0.000314228,0.3142278,1.0224,6211
Morocco,1982,20746774,9600,0.000462723,0.46272253,1.4369,6681
Morocco,1983,21287382,9500,0.000446274,0.44627377,1.4179,6700
Morocco,1984,21817268,9400,0.000430851,0.4308514,1.4462,6500
Morocco,1985,22335078,9300,0.000416385,0.4163854,1.4308,6500
Morocco,1986,22824446,4000,0.000175251,0.1752507,1,4000
Morocco,1987,23279934,5000,0.000214777,0.21477725,1,5000
Morocco,1988,23720600,6000,0.000252945,0.2529447,1.1999999,5000
Morocco,1989,24148104,6551,0.000271284,0.27128423,1.1948,5483
Morocco,1990,24570816,7288,0.000296612,0.29661204,1.249,5835
Morocco,1991,24988088,7000,0.000280133,0.28013348,1.1667,6000
Morocco,1992,25400676,3746,0.000147476,0.14747638,1.1589999,3232
Morocco,1993,25806782,4238,0.00016422,0.1642204,1.1068,3829
Morocco,1994,26201554,3546,0.000135335,0.13533549,1.1281999,3143
Morocco,1995,26599054,3962,0.000148953,0.14895266,1.5848,2500
Morocco,1996,26999094,6080,0.000225193,0.22519274,1.4305999,4250
Morocco,1997,27397118,9105,0.000332334,0.33233422,1.3768,6613
Morocco,1998,27791828,11070,0.000398319,0.39831852,1.2872,8600
Morocco,1999,28176992,3500,0.000124215,0.12421481,1.0703,3270
Morocco,2000,28554420,5333,0.000186766,0.18676618,1.1669999,4570
Morocco,2001,28930100,6475,0.000223815,0.22381534,1.0885999,5948
Morocco,2002,29301820,6500,0.000221829,0.22182922,1.5777,4120
Morocco,2003,29661272,4035,0.000136036,0.13603597,1.6571,2435
Morocco,2004,30033124,2467,8.21426E-05,0.08214264,1.4284999,1727
Morocco,2005,30431898,1888,6.20402E-05,0.06204016,2.294,823
Morocco,2006,30833024,2000,6.48655E-05,0.06486552,2.439,820
Morocco,2007,31232634,1890,6.05136E-05,0.060513627,2.3049,820
Morocco,2008,31634996,1890,5.9744E-05,0.05974396,2.3049,820
Morocco,2009,32042880,2000,6.24164E-05,0.06241636,2.291,873
Morocco,2010,32464866,2063,6.35456E-05,0.063545616,2.4385,846
Morocco,2011,32903708,1714,5.20914E-05,0.052091393,2.5506,672
Morocco,2012,33352166,1460,4.37753E-05,0.043775268,2.6353998,554
Morocco,2013,33803530,1363,4.03212E-05,0.040321236,2.7206,501
Morocco,2014,34248610,1349,3.93885E-05,0.039388462,2.7988,482
Morocco,2015,34680456,1236,3.56397E-05,0.03563967,2.7900999,443
Morocco,2016,35107270,1316,3.74851E-05,0.03748511,2.7647,476
Morocco,2017,35528116,1300,3.65907E-05,0.03659074,2.7837,467
Morocco,2018,35927516,1284,3.57386E-05,0.035738623,2.7791998,462
Morocco,2019,36304410,1300,3.58083E-05,0.035808323,2.7777998,468
Morocco,2020,36688770,1295,3.52969E-05,0.035296907,2.779,466
Mozambique,1961,6917531,2100,0.000303577,0.30357653,0.5521,3804
Mozambique,1962,7060376,2400,0.000339925,0.33992523,0.593,4047
Mozambique,1963,7209810,2527,0.000350495,0.35049467,0.56769997,4451
Mozambique,1964,7363643,2472,0.000335703,0.3357034,0.32099998,7700
Mozambique,1965,7524155,2483,0.000330004,0.33000382,0.6135,4047
Mozambique,1966,7689640,2500,0.000325113,0.32511275,0.6177,4047
Mozambique,1967,7859473,2000,0.00025447,0.25446998,0.6179,3237
Mozambique,1968,8035532,3500,0.000435565,0.43556542,0.66539997,5260
Mozambique,1969,8217932,3900,0.000474572,0.47457195,0.68829995,5666
Mozambique,1970,8411678,4200,0.000499306,0.49930584,0.5189,8094
Mozambique,1971,8622889,4500,0.000521867,0.52186684,0.7942,5666
Mozambique,1972,8860587,5275,0.000595333,0.595333,1.0027,5261
Mozambique,1973,9123676,4854,0.000532022,0.5320224,0.8567,5666
Mozambique,1974,9404229,4504,0.000478933,0.47893348,0.7902,5700
Mozambique,1975,9703732,2702,0.00027845,0.27844956,1.0722,2520
Mozambique,1976,10019210,2700,0.000269482,0.26948232,1.0713999,2520
Mozambique,1977,10363576,2700,0.000260528,0.26052783,1.0713999,2520
Mozambique,1978,10741129,2500,0.00023275,0.2327502,0.9615,2600
Mozambique,1979,11127851,2984,0.000268156,0.268156,1.1477,2600
Mozambique,1980,11413590,3000,0.000262845,0.26284455,1.1111,2700
Mozambique,1981,11640020,3000,0.000257732,0.2577315,1.1111,2700
Mozambique,1982,11901834,3000,0.000252062,0.252062,1.1111,2700
Mozambique,1983,12163331,3000,0.000246643,0.24664297,1.1111,2700
Mozambique,1984,12426220,3000,0.000241425,0.24142499,1.1111,2700
Mozambique,1985,12680070,3000,0.000236592,0.23659176,1.1111,2700
Mozambique,1986,12909798,3000,0.000232382,0.23238164,1.1111,2700
Mozambique,1987,12964793,3000,0.000231396,0.2313959,1.1111,2700
Mozambique,1988,12956776,3000,0.000231539,0.23153907,1.1111,2700
Mozambique,1989,13087606,3000,0.000229225,0.2292245,1.1111,2700
Mozambique,1990,13303461,3000,0.000225505,0.22550522,1.0515,2853
Mozambique,1991,13561180,3000,0.00022122,0.22121969,1.0756999,2789
Mozambique,1992,13816886,3424,0.000247813,0.2478127,1.0727,3192
Mozambique,1993,14206253,3483,0.000245174,0.24517372,1.0629,3277
Mozambique,1994,14912879,3615,0.000242408,0.24240793,1.0617,3405
Mozambique,1995,15594829,2900,0.000185959,0.18595907,1.0741,2700
Mozambique,1996,16079560,2900,0.000180353,0.18035319,1.0741,2700
Mozambique,1997,16521724,2900,0.000175526,0.17552648,1.0741,2700
Mozambique,1998,16923202,5047,0.00029823,0.29822963,1.0652,4738
Mozambique,1999,17337896,3000,0.000173031,0.17303138,1.0713999,2800
Mozambique,2000,17768510,9470,0.000532965,0.53296535,1.0522,9000
Mozambique,2001,18220724,11170,0.000613038,0.6130382,1.0638,10500
Mozambique,2002,18694948,25611,0.001369942,1.3699423,1.0670999,24000
Mozambique,2003,19186758,37051,0.001931071,1.9310714,1.0586,35000
Mozambique,2004,19694412,49528,0.002514825,2.514825,1.0318,48000
Mozambique,2005,20211124,65042,0.003218129,3.2181288,1.0407,62500
Mozambique,2006,20735990,59041,0.002847272,2.8472717,1.0179,58000
Mozambique,2007,21280520,73000,0.003430367,3.4303672,1.0429,70000
Mozambique,2008,21845572,64342,0.002945311,2.945311,1.0378,62000
Mozambique,2009,22436660,63000,0.002807905,2.8079045,1.05,60000
Mozambique,2010,23073732,66983,0.002902998,2.9029981,1.1062,60553
Mozambique,2011,23760424,70000,0.002946075,2.9460753,1.146,61080
Mozambique,2012,24487614,54450,0.002223573,2.2235732,1.2375,44000
Mozambique,2013,25251738,76000,0.003009694,3.009694,1.2422,61182
Mozambique,2014,26038704,97075,0.003728104,3.728104,1.272,76317
Mozambique,2015,26843252,81756,0.003045682,3.0456816,1.1611999,70404
Mozambique,2016,27696500,92995,0.003357644,3.3576444,1.1559,80451
Mozambique,2017,28569448,94822,0.003319,3.3190001,1.1554999,82060
Mozambique,2018,29423882,115148,0.00391342,3.91342,1.1676999,98609
Mozambique,2019,30285602,142041,0.004690051,4.6900506,1.1847,119897
Mozambique,2020,31178242,158532,0.0050847,5.0847,1.1912999,133079
Myanmar,1961,22203106,30514,0.001374312,1.3743122,0.79569995,38348
Myanmar,1962,22699698,38407,0.001691961,1.6919608,0.88119996,43585
Myanmar,1963,23210688,47207,0.002033848,2.0338476,0.9562,49371
Myanmar,1964,23737822,45643,0.001922797,1.9227965,0.8066,56584
Myanmar,1965,24286880,43745,0.001801178,1.8011782,0.85819995,50972
Myanmar,1966,24854706,33247,0.001337654,1.3376541,0.7132,46614
Myanmar,1967,25440032,41329,0.001624566,1.6245656,0.7524,54929
Myanmar,1968,26044118,52572,0.002018575,2.0185749,0.84169996,62460
Myanmar,1969,26659482,45718,0.001714887,1.714887,0.79539996,57477
Myanmar,1970,27284118,41048,0.001504465,1.504465,0.7863,52205
Myanmar,1971,27914954,43541,0.001559773,1.5597733,0.80579996,54035
Myanmar,1972,28551956,54514,0.001909291,1.9092913,0.8221,66314
Myanmar,1973,29165356,53139,0.001821991,1.8219905,0.84169996,63132
Myanmar,1974,29751938,33734,0.001133842,1.1338422,0.826,40838
Myanmar,1975,30344282,38614,0.00127253,1.2725297,0.8817,43793
Myanmar,1976,30941380,46309,0.001496669,1.4966689,0.8681,53348
Myanmar,1977,31554606,62299,0.001974324,1.9743235,0.9088,68554
Myanmar,1978,32185602,58744,0.001825164,1.825164,0.9094,64594
Myanmar,1979,32821776,51480,0.001568471,1.5684708,0.85109997,60488
Myanmar,1980,33465782,53343,0.001593957,1.5939565,0.92209995,57852
Myanmar,1981,34110096,53257,0.001561327,1.5613266,0.94,56657
Myanmar,1982,34742590,51821,0.00149157,1.4915698,0.9353,55407
Myanmar,1983,35424268,58048,0.001638651,1.6386507,1.1667,49753
Myanmar,1984,36159844,64804,0.001792154,1.7921537,1.1158999,58074
Myanmar,1985,36881024,69384,0.001881293,1.8812927,1.1284,61489
Myanmar,1986,37572344,74122,0.001972781,1.9727808,1.3944,53157
Myanmar,1987,38233172,70100,0.001833486,1.8334864,1.4656999,47826
Myanmar,1988,38868270,48758,0.001254442,1.2544421,1.3649,35722
Myanmar,1989,39489416,50303,0.001273835,1.273835,1.355,37123
Myanmar,1990,40099556,40000,0.000997517,0.9975173,1.3158,30400
Myanmar,1991,40680540,55400,0.001361831,1.3618305,1.2915,42897
Myanmar,1992,41237810,51600,0.001251279,1.2512789,1.2501,41278
Myanmar,1993,41788304,51000,0.001220437,1.2204372,1.3550999,37636
Myanmar,1994,42337110,37000,0.000873938,0.87393774,1.1874,31161
Myanmar,1995,42880188,43300,0.00100979,1.0097903,1.507,28733
Myanmar,1996,43423376,50500,0.001162968,1.1629681,1.5035,33589
Myanmar,1997,43972060,50500,0.001148457,1.1484566,1.5034,33590
Myanmar,1998,44516188,45900,0.001031086,1.0310856,1.5327,29947
Myanmar,1999,45041644,50900,0.001130065,1.1300653,1.5338999,33184
Myanmar,2000,45538340,53700,0.001179226,1.1792261,1.6182,33185
Myanmar,2001,46014828,47500,0.001032276,1.032276,1.6302999,29136
Myanmar,2002,46480236,33400,0.000718585,0.718585,1.6183,20639
Myanmar,2003,46924296,37380,0.000796602,0.7966023,1.6794,22258
Myanmar,2004,47338444,45000,0.000950602,0.9506016,1.7375,25900
Myanmar,2005,47724470,45500,0.000953389,0.9533893,1.7567999,25900
Myanmar,2006,48088276,28000,0.000582263,0.5822625,1.6473,16997
Myanmar,2007,48445652,20100,0.000414898,0.41489792,1.5051,13355
Myanmar,2008,48729480,28200,0.000578705,0.5787051,1.5837,17806
Myanmar,2009,49015836,68300,0.001393427,1.3934273,4.1164,16592
Myanmar,2010,49390988,59600,0.001206698,1.2066979,3.5065,16997
Myanmar,2011,49794530,28400,0.000570344,0.5703438,1.7117,16592
Myanmar,2012,50218196,29300,0.000583454,0.58345386,1.7658999,16592
Myanmar,2013,50648336,27100,0.000535062,0.535062,1.717,15783
Myanmar,2014,51072436,28600,0.000559989,0.55998896,1.7667999,16187
Myanmar,2015,51483956,28635,0.000556193,0.5561927,1.8024,15887
Myanmar,2016,51892350,27352,0.000527091,0.52709115,1.8337,14916
Myanmar,2017,52288344,27352,0.000523099,0.5230994,1.8450999,14824
Myanmar,2018,52666016,26174,0.000496981,0.49698085,1.8930999,13826
Myanmar,2019,53040212,28018,0.000528241,0.52824075,1.9319999,14502
Myanmar,2020,53423200,29197,0.000546523,0.54652285,1.971,14813
Nepal,1961,10365144,5100,0.000492034,0.49203367,0.6986,7300
Nepal,1962,10570725,5200,0.000491925,0.49192464,0.7123,7300
Nepal,1963,10782719,5300,0.000491527,0.49152726,0.70669997,7500
Nepal,1964,11002820,5400,0.000490783,0.49078325,0.70129997,7700
Nepal,1965,11232952,9330,0.000830592,0.830592,1.1826999,7889
Nepal,1966,11470202,8820,0.000768949,0.768949,1.1025,8000
Nepal,1967,11715586,5300,0.000452389,0.4523888,0.66249996,8000
Nepal,1968,11970408,6400,0.000534652,0.5346518,0.7529,8500
Nepal,1969,12231875,6600,0.000539574,0.53957384,0.7586,8700
Nepal,1970,12501288,6700,0.000535945,0.53594477,0.7614,8800
Nepal,1971,12774872,6905,0.000540514,0.54051424,0.7596,9090
Nepal,1972,13052224,6905,0.000529029,0.5290286,0.75799996,9110
Nepal,1973,13335966,7041,0.000527971,0.5279707,0.75909996,9275
Nepal,1974,13626308,3750,0.000275203,0.27520294,0.69159997,5422
Nepal,1975,13925542,4791,0.000344044,0.34404406,0.7134,6716
Nepal,1976,14230741,4830,0.000339406,0.33940608,0.7166,6740
Nepal,1977,14550429,5132,0.000352704,0.35270437,0.7369,6964
Nepal,1978,14888778,6030,0.000405003,0.40500303,0.7547,7990
Nepal,1979,15238564,5490,0.00036027,0.36027018,0.7233,7590
Nepal,1980,15600443,5500,0.000352554,0.35255408,0.73139995,7520
Nepal,1981,15969796,5490,0.000343774,0.34377395,0.7614,7210
Nepal,1982,16347124,4820,0.000294853,0.2948531,0.7047,6840
Nepal,1983,16740666,6640,0.000396639,0.39663893,0.74109995,8960
Nepal,1984,17141612,6880,0.000401363,0.4013625,0.76019996,9050
Nepal,1985,17540576,6430,0.000366579,0.3665786,0.752,8550
Nepal,1986,17936924,4680,0.000260914,0.2609143,0.5392,8680
Nepal,1987,18326202,4890,0.000266831,0.26683108,0.55439997,8820
Nepal,1988,18720746,4460,0.000238238,0.23823837,0.6893,6470
Nepal,1989,19145078,5380,0.000281012,0.28101218,0.737,7300
Nepal,1990,19616528,6600,0.000336451,0.336451,0.8673,7610
Nepal,1991,20130774,6980,0.000346733,0.34673282,0.9575,7290
Nepal,1992,20702138,6005,0.000290067,0.29006667,0.921,6520
Nepal,1993,21267356,6020,0.000283063,0.28306292,0.90389997,6660
Nepal,1994,21794756,7000,0.000321178,0.32117817,1.0382999,6742
Nepal,1995,22305572,5447,0.000244199,0.24419907,0.9036,6028
Nepal,1996,22783972,5510,0.000241837,0.24183668,0.8989,6130
Nepal,1997,23249422,4480,0.000192693,0.19269297,0.7901,5670
Nepal,1998,23703330,4560,0.000192378,0.19237804,0.7876,5790
Nepal,1999,24143162,3911,0.000161992,0.16199204,0.88439995,4422
Nepal,2000,24559504,3809,0.000155093,0.15509271,0.8893,4283
Nepal,2001,24956070,3973,0.0001592,0.15919974,0.94009995,4226
Nepal,2002,25332178,3763,0.000148546,0.14854624,0.9869,3813
Nepal,2003,25682912,3460,0.00013472,0.13471993,0.9619,3597
Nepal,2004,26003970,3310,0.000127288,0.12728825,0.9741,3398
Nepal,2005,26285112,3016,0.000114742,0.11474176,1.0043,3003
Nepal,2006,26518974,2718,0.000102493,0.10249265,0.9945,2733
Nepal,2007,26713652,2648,9.91254E-05,0.09912535,0.97029996,2729
Nepal,2008,26881542,2614,9.72414E-05,0.09724144,0.97279996,2687
Nepal,2009,27026952,2497,9.23893E-05,0.09238926,0.9823,2542
Nepal,2010,27161572,2491,9.17105E-05,0.09171045,0.983,2534
Nepal,2011,27266398,1238,4.54039E-05,0.04540387,1.0907,1135
Nepal,2012,27330696,2557,9.35578E-05,0.09355781,1.3507999,1893
Nepal,2013,27381558,2430,8.87459E-05,0.08874587,1.35,1800
Nepal,2014,27462110,2329,8.48078E-05,0.08480776,1.3136,1773
Nepal,2015,27610328,2227,8.06582E-05,0.080658225,1.2918,1724
Nepal,2016,27861186,618,2.21814E-05,0.022181395,0.96709996,639
Nepal,2017,28183424,966,3.42755E-05,0.034275465,0.9226,1047
Nepal,2018,28506718,1256,4.40598E-05,0.04405979,1.1417999,1100
Nepal,2019,28832500,1092,3.78739E-05,0.037873928,1.1423,956
Nepal,2020,29348626,965,3.28806E-05,0.032880584,1.1516,838
Net Food Importing Developing Countries (FAO),1961,383480670,299326,,,0.83959997,356515
Net Food Importing Developing Countries (FAO),1962,393191300,324108,,,0.8064,401943
Net Food Importing Developing Countries (FAO),1963,403243300,336363,,,0.784,429031
Net Food Importing Developing Countries (FAO),1964,413667420,349705,,,0.83849996,417044
Net Food Importing Developing Countries (FAO),1965,424462340,349408,,,0.8063,433335
Net Food Importing Developing Countries (FAO),1966,435652300,384457,,,0.88869995,432628
Net Food Importing Developing Countries (FAO),1967,447211040,429236,,,0.9403,456470
Net Food Importing Developing Countries (FAO),1968,458327600,440836,,,0.9558,461215
Net Food Importing Developing Countries (FAO),1969,470375870,416012,,,0.9468,439371
Net Food Importing Developing Countries (FAO),1970,482477860,407291,,,0.9388,433837
Net Food Importing Developing Countries (FAO),1971,494617340,422004,,,0.9608,439210
Net Food Importing Developing Countries (FAO),1972,506844480,417934,,,0.8695,480671
Net Food Importing Developing Countries (FAO),1973,519242460,417124,,,0.8911,468090
Net Food Importing Developing Countries (FAO),1974,531938800,397739,,,0.8772,453419
Net Food Importing Developing Countries (FAO),1975,545030200,419558,,,0.9122,459930
Net Food Importing Developing Countries (FAO),1976,558544500,455217,,,0.94259995,482926
Net Food Importing Developing Countries (FAO),1977,572473300,499350,,,0.9514,524850
Net Food Importing Developing Countries (FAO),1978,586897700,462587,,,0.8907,519365
Net Food Importing Developing Countries (FAO),1979,601912450,466657,,,0.91789997,508419
Net Food Importing Developing Countries (FAO),1980,617573760,426855,,,0.8907,479209
Net Food Importing Developing Countries (FAO),1981,633920100,471796,,,0.9511,496078
Net Food Importing Developing Countries (FAO),1982,650922560,471311,,,0.937,503002
Net Food Importing Developing Countries (FAO),1983,668528200,464434,,,0.8955,518643
Net Food Importing Developing Countries (FAO),1984,686613570,492654,,,0.9657,510135
Net Food Importing Developing Countries (FAO),1985,705111800,501370,,,0.9593,522617
Net Food Importing Developing Countries (FAO),1986,723983100,474782,,,0.9677,490645
Net Food Importing Developing Countries (FAO),1987,743223800,464805,,,0.98499995,471901
Net Food Importing Developing Countries (FAO),1988,762846100,452157,,,1.0031999,450699
