Entity,Code,Year,Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Income classifications (World Bank (2017)),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Year
Mayotte,MYT,1994,,Upper-middle income,,
Mayotte,MYT,1995,,Upper-middle income,,
Mayotte,MYT,1996,,Upper-middle income,,
Mayotte,MYT,1997,,Upper-middle income,,
Mayotte,MYT,1998,,Upper-middle income,,
Mayotte,MYT,1999,,Upper-middle income,,
Mayotte,MYT,2000,,Upper-middle income,,
Mayotte,MYT,2001,,Upper-middle income,,
Mayotte,MYT,2002,,Upper-middle income,,
Mayotte,MYT,2003,,Upper-middle income,,
Mayotte,MYT,2004,,Upper-middle income,,
Mayotte,MYT,2005,,Upper-middle income,,
Mayotte,MYT,2006,,Upper-middle income,,
Mayotte,MYT,2007,,Upper-middle income,,
Mayotte,MYT,2008,,Upper-middle income,,
Mayotte,MYT,2009,,Upper-middle income,,
Mayotte,MYT,2010,,Upper-middle income,,
Mayotte,MYT,2011,,Not categorized,,
Mayotte,MYT,2012,,Not categorized,,
Mayotte,MYT,2013,,Not categorized,,
Mayotte,MYT,2014,,Not categorized,,
Mayotte,MYT,2015,,Not categorized,,
Mayotte,MYT,2016,,Not categorized,,
Mexico,MEX,1990,35970,Upper-middle income,48393,2019
Mexico,MEX,1991,36029,Upper-middle income,48393,2019
Mexico,MEX,1992,36534,Upper-middle income,48393,2019
Mexico,MEX,1993,37121,Upper-middle income,48393,2019
Mexico,MEX,1994,37513,Upper-middle income,48393,2019
Mexico,MEX,1995,38217,Upper-middle income,48393,2019
Mexico,MEX,1996,38619,Upper-middle income,48393,2019
Mexico,MEX,1997,39049,Upper-middle income,48393,2019
Mexico,MEX,1998,38985,Upper-middle income,48393,2019
Mexico,MEX,1999,38591,Upper-middle income,48393,2019
Mexico,MEX,2000,38026,Upper-middle income,48393,2019
Mexico,MEX,2001,37987,Upper-middle income,48393,2019
Mexico,MEX,2002,39087,Upper-middle income,48393,2019
Mexico,MEX,2003,40027,Upper-middle income,48393,2019
Mexico,MEX,2004,39781,Upper-middle income,48393,2019
Mexico,MEX,2005,40933,Upper-middle income,48393,2019
Mexico,MEX,2006,40551,Upper-middle income,48393,2019
Mexico,MEX,2007,40537,Upper-middle income,48393,2019
Mexico,MEX,2008,42618,Upper-middle income,48393,2019
Mexico,MEX,2009,43927,Upper-middle income,48393,2019
Mexico,MEX,2010,43721,Upper-middle income,48393,2019
Mexico,MEX,2011,43379,Upper-middle income,48393,2019
Mexico,MEX,2012,43600,Upper-middle income,48393,2019
Mexico,MEX,2013,45426,Upper-middle income,48393,2019
Mexico,MEX,2014,45624,Upper-middle income,48393,2019
Mexico,MEX,2015,45461,Upper-middle income,48393,2019
Mexico,MEX,2016,45745,Upper-middle income,48393,2019
Mexico,MEX,2017,47308,,48393,2019
Mexico,MEX,2018,47393,,48393,2019
Mexico,MEX,2019,48393,,48393,2019
Mexico,MEX,1987,,Lower-middle income,48393,2019
Mexico,MEX,1988,,Lower-middle income,48393,2019
Mexico,MEX,1989,,Lower-middle income,48393,2019
Micronesia,,1987,,Not categorized,,
Micronesia,,1988,,Not categorized,,
Micronesia,,1989,,Not categorized,,
Micronesia,,1990,,Not categorized,,
Micronesia,,1991,,Lower-middle income,,
Micronesia,,1992,,Lower-middle income,,
Micronesia,,1993,,Lower-middle income,,
Micronesia,,1994,,Lower-middle income,,
Micronesia,,1995,,Lower-middle income,,
Micronesia,,1996,,Lower-middle income,,
Micronesia,,1997,,Lower-middle income,,
Micronesia,,1998,,Lower-middle income,,
Micronesia,,1999,,Lower-middle income,,
Micronesia,,2000,,Lower-middle income,,
Micronesia,,2001,,Lower-middle income,,
Micronesia,,2002,,Lower-middle income,,
Micronesia,,2003,,Lower-middle income,,
Micronesia,,2004,,Lower-middle income,,
Micronesia,,2005,,Lower-middle income,,
Micronesia,,2006,,Lower-middle income,,
Micronesia,,2007,,Lower-middle income,,
Micronesia,,2008,,Lower-middle income,,
Micronesia,,2009,,Lower-middle income,,
Micronesia,,2010,,Lower-middle income,,
Micronesia,,2011,,Lower-middle income,,
Micronesia,,2012,,Lower-middle income,,
Micronesia,,2013,,Lower-middle income,,
Micronesia,,2014,,Lower-middle income,,
Micronesia,,2015,,Lower-middle income,,
Micronesia,,2016,,Lower-middle income,,
Micronesia (country),FSM,1990,133,,167,2019
Micronesia (country),FSM,1991,133,,167,2019
Micronesia (country),FSM,1992,133,,167,2019
Micronesia (country),FSM,1993,133,,167,2019
Micronesia (country),FSM,1994,133,,167,2019
Micronesia (country),FSM,1995,132,,167,2019
Micronesia (country),FSM,1996,132,,167,2019
Micronesia (country),FSM,1997,132,,167,2019
Micronesia (country),FSM,1998,131,,167,2019
Micronesia (country),FSM,1999,131,,167,2019
Micronesia (country),FSM,2000,130,,167,2019
Micronesia (country),FSM,2001,130,,167,2019
Micronesia (country),FSM,2002,130,,167,2019
Micronesia (country),FSM,2003,131,,167,2019
Micronesia (country),FSM,2004,131,,167,2019
Micronesia (country),FSM,2005,132,,167,2019
Micronesia (country),FSM,2006,133,,167,2019
Micronesia (country),FSM,2007,136,,167,2019
Micronesia (country),FSM,2008,138,,167,2019
Micronesia (country),FSM,2009,141,,167,2019
Micronesia (country),FSM,2010,143,,167,2019
Micronesia (country),FSM,2011,145,,167,2019
Micronesia (country),FSM,2012,147,,167,2019
Micronesia (country),FSM,2013,150,,167,2019
Micronesia (country),FSM,2014,153,,167,2019
Micronesia (country),FSM,2015,155,,167,2019
Micronesia (country),FSM,2016,158,,167,2019
Micronesia (country),FSM,2017,161,,167,2019
Micronesia (country),FSM,2018,164,,167,2019
Micronesia (country),FSM,2019,167,,167,2019
Middle East & North Africa (WB),,1990,141524,,268382,2019
Middle East & North Africa (WB),,1991,145368,,268382,2019
Middle East & North Africa (WB),,1992,149112,,268382,2019
Middle East & North Africa (WB),,1993,153456,,268382,2019
Middle East & North Africa (WB),,1994,157206,,268382,2019
Middle East & North Africa (WB),,1995,160057,,268382,2019
Middle East & North Africa (WB),,1996,162199,,268382,2019
Middle East & North Africa (WB),,1997,165553,,268382,2019
Middle East & North Africa (WB),,1998,168021,,268382,2019
Middle East & North Africa (WB),,1999,170679,,268382,2019
Middle East & North Africa (WB),,2000,171206,,268382,2019
Middle East & North Africa (WB),,2001,175019,,268382,2019
Middle East & North Africa (WB),,2002,179033,,268382,2019
Middle East & North Africa (WB),,2003,183696,,268382,2019
Middle East & North Africa (WB),,2004,185974,,268382,2019
Middle East & North Africa (WB),,2005,187967,,268382,2019
Middle East & North Africa (WB),,2006,191558,,268382,2019
Middle East & North Africa (WB),,2007,194777,,268382,2019
Middle East & North Africa (WB),,2008,199708,,268382,2019
Middle East & North Africa (WB),,2009,204322,,268382,2019
Middle East & North Africa (WB),,2010,207823,,268382,2019
Middle East & North Africa (WB),,2011,212468,,268382,2019
Middle East & North Africa (WB),,2012,217559,,268382,2019
Middle East & North Africa (WB),,2013,223475,,268382,2019
Middle East & North Africa (WB),,2014,229637,,268382,2019
Middle East & North Africa (WB),,2015,239248,,268382,2019
Middle East & North Africa (WB),,2016,246004,,268382,2019
Middle East & North Africa (WB),,2017,252361,,268382,2019
Middle East & North Africa (WB),,2018,260248,,268382,2019
Middle East & North Africa (WB),,2019,268382,,268382,2019
Moldova,MDA,1990,6153,Upper-middle income,5921,2019
Moldova,MDA,1991,6553,Lower-middle income,5921,2019
Moldova,MDA,1992,6314,Lower-middle income,5921,2019
Moldova,MDA,1993,6606,Lower-middle income,5921,2019
Moldova,MDA,1994,7692,Lower-middle income,5921,2019
Moldova,MDA,1995,7963,Lower-middle income,5921,2019
Moldova,MDA,1996,7478,Low income,5921,2019
Moldova,MDA,1997,6782,Low income,5921,2019
Moldova,MDA,1998,6484,Low income,5921,2019
Moldova,MDA,1999,6662,Low income,5921,2019
Moldova,MDA,2000,6711,Low income,5921,2019
Moldova,MDA,2001,6610,Low income,5921,2019
Moldova,MDA,2002,6777,Low income,5921,2019
Moldova,MDA,2003,6938,Low income,5921,2019
Moldova,MDA,2004,6945,Low income,5921,2019
Moldova,MDA,2005,7406,Lower-middle income,5921,2019
Moldova,MDA,2006,7124,Lower-middle income,5921,2019
Moldova,MDA,2007,7023,Lower-middle income,5921,2019
Moldova,MDA,2008,6912,Lower-middle income,5921,2019
Moldova,MDA,2009,6971,Lower-middle income,5921,2019
Moldova,MDA,2010,7238,Lower-middle income,5921,2019
Moldova,MDA,2011,6427,Lower-middle income,5921,2019
Moldova,MDA,2012,6459,Lower-middle income,5921,2019
Moldova,MDA,2013,6201,Lower-middle income,5921,2019
Moldova,MDA,2014,6496,Lower-middle income,5921,2019
Moldova,MDA,2015,6770,Lower-middle income,5921,2019
Moldova,MDA,2016,6526,Lower-middle income,5921,2019
Moldova,MDA,2017,6043,,5921,2019
Moldova,MDA,2018,5994,,5921,2019
Moldova,MDA,2019,5921,,5921,2019
Moldova,MDA,1987,,Not categorized,5921,2019
Moldova,MDA,1988,,Not categorized,5921,2019
Moldova,MDA,1989,,Not categorized,5921,2019
Monaco,MCO,1990,87,Not categorized,97,2019
Monaco,MCO,1991,88,Not categorized,97,2019
Monaco,MCO,1992,88,Not categorized,97,2019
Monaco,MCO,1993,88,Not categorized,97,2019
Monaco,MCO,1994,89,High income,97,2019
Monaco,MCO,1995,89,High income,97,2019
Monaco,MCO,1996,90,High income,97,2019
Monaco,MCO,1997,91,High income,97,2019
Monaco,MCO,1998,92,High income,97,2019
Monaco,MCO,1999,93,High income,97,2019
Monaco,MCO,2000,95,High income,97,2019
Monaco,MCO,2001,97,High income,97,2019
Monaco,MCO,2002,98,High income,97,2019
Monaco,MCO,2003,99,High income,97,2019
Monaco,MCO,2004,99,High income,97,2019
Monaco,MCO,2005,100,High income,97,2019
Monaco,MCO,2006,100,High income,97,2019
Monaco,MCO,2007,100,High income,97,2019
Monaco,MCO,2008,100,High income,97,2019
Monaco,MCO,2009,100,High income,97,2019
Monaco,MCO,2010,100,High income,97,2019
Monaco,MCO,2011,100,High income,97,2019
Monaco,MCO,2012,100,High income,97,2019
Monaco,MCO,2013,100,High income,97,2019
Monaco,MCO,2014,100,High income,97,2019
Monaco,MCO,2015,99,High income,97,2019
Monaco,MCO,2016,98,High income,97,2019
Monaco,MCO,2017,98,,97,2019
Monaco,MCO,2018,98,,97,2019
Monaco,MCO,2019,97,,97,2019
Monaco,MCO,1987,,Not categorized,97,2019
Monaco,MCO,1988,,Not categorized,97,2019
Monaco,MCO,1989,,Not categorized,97,2019
Mongolia,MNG,1990,1954,Lower-middle income,3766,2019
Mongolia,MNG,1991,2019,Lower-middle income,3766,2019
Mongolia,MNG,1992,2050,Lower-middle income,3766,2019
Mongolia,MNG,1993,2103,Low income,3766,2019
Mongolia,MNG,1994,2145,Low income,3766,2019
Mongolia,MNG,1995,2245,Low income,3766,2019
Mongolia,MNG,1996,2321,Low income,3766,2019
Mongolia,MNG,1997,2316,Low income,3766,2019
Mongolia,MNG,1998,2347,Low income,3766,2019
Mongolia,MNG,1999,2367,Low income,3766,2019
Mongolia,MNG,2000,2404,Low income,3766,2019
Mongolia,MNG,2001,2506,Low income,3766,2019
Mongolia,MNG,2002,2523,Low income,3766,2019
Mongolia,MNG,2003,2528,Low income,3766,2019
Mongolia,MNG,2004,2516,Low income,3766,2019
Mongolia,MNG,2005,2531,Low income,3766,2019
Mongolia,MNG,2006,2528,Low income,3766,2019
Mongolia,MNG,2007,2512,Lower-middle income,3766,2019
Mongolia,MNG,2008,2545,Lower-middle income,3766,2019
Mongolia,MNG,2009,2661,Lower-middle income,3766,2019
Mongolia,MNG,2010,2757,Lower-middle income,3766,2019
Mongolia,MNG,2011,2839,Lower-middle income,3766,2019
Mongolia,MNG,2012,2871,Lower-middle income,3766,2019
Mongolia,MNG,2013,2917,Lower-middle income,3766,2019
Mongolia,MNG,2014,2959,Upper-middle income,3766,2019
Mongolia,MNG,2015,3059,Lower-middle income,3766,2019
Mongolia,MNG,2016,3248,Lower-middle income,3766,2019
Mongolia,MNG,2017,3403,,3766,2019
Mongolia,MNG,2018,3565,,3766,2019
Mongolia,MNG,2019,3766,,3766,2019
Mongolia,MNG,1987,,Not categorized,3766,2019
Mongolia,MNG,1988,,Not categorized,3766,2019
Mongolia,MNG,1989,,Lower-middle income,3766,2019
Montenegro,MNE,1990,995,Not categorized,1761,2019
Montenegro,MNE,1991,972,Not categorized,1761,2019
Montenegro,MNE,1992,1000,Lower-middle income,1761,2019
Montenegro,MNE,1993,1079,Lower-middle income,1761,2019
Montenegro,MNE,1994,1146,Lower-middle income,1761,2019
Montenegro,MNE,1995,1188,Lower-middle income,1761,2019
Montenegro,MNE,1996,1234,Lower-middle income,1761,2019
Montenegro,MNE,1997,1303,Lower-middle income,1761,2019
Montenegro,MNE,1998,1330,Lower-middle income,1761,2019
Montenegro,MNE,1999,1340,Lower-middle income,1761,2019
Montenegro,MNE,2000,1372,Lower-middle income,1761,2019
Montenegro,MNE,2001,1432,Lower-middle income,1761,2019
Montenegro,MNE,2002,1488,Lower-middle income,1761,2019
Montenegro,MNE,2003,1545,Lower-middle income,1761,2019
Montenegro,MNE,2004,1592,Lower-middle income,1761,2019
Montenegro,MNE,2005,1638,Lower-middle income,1761,2019
Montenegro,MNE,2006,1660,Upper-middle income,1761,2019
Montenegro,MNE,2007,1674,Upper-middle income,1761,2019
Montenegro,MNE,2008,1684,Upper-middle income,1761,2019
Montenegro,MNE,2009,1702,Upper-middle income,1761,2019
Montenegro,MNE,2010,1701,Upper-middle income,1761,2019
Montenegro,MNE,2011,1715,Upper-middle income,1761,2019
Montenegro,MNE,2012,1709,Upper-middle income,1761,2019
Montenegro,MNE,2013,1730,Upper-middle income,1761,2019
Montenegro,MNE,2014,1753,Upper-middle income,1761,2019
Montenegro,MNE,2015,1775,Upper-middle income,1761,2019
Montenegro,MNE,2016,1789,Upper-middle income,1761,2019
Montenegro,MNE,2017,1797,,1761,2019
Montenegro,MNE,2018,1772,,1761,2019
Montenegro,MNE,2019,1761,,1761,2019
Montenegro,MNE,1987,,Not categorized,1761,2019
Montenegro,MNE,1988,,Not categorized,1761,2019
Montenegro,MNE,1989,,Not categorized,1761,2019
Morocco,MAR,1990,13526,Lower-middle income,21382,2019
Morocco,MAR,1991,13947,Lower-middle income,21382,2019
Morocco,MAR,1992,14650,Lower-middle income,21382,2019
Morocco,MAR,1993,15245,Lower-middle income,21382,2019
Morocco,MAR,1994,15260,Lower-middle income,21382,2019
Morocco,MAR,1995,15478,Lower-middle income,21382,2019
Morocco,MAR,1996,15511,Lower-middle income,21382,2019
Morocco,MAR,1997,15638,Lower-middle income,21382,2019
Morocco,MAR,1998,15793,Lower-middle income,21382,2019
Morocco,MAR,1999,16040,Lower-middle income,21382,2019
Morocco,MAR,2000,15576,Lower-middle income,21382,2019
Morocco,MAR,2001,15436,Lower-middle income,21382,2019
Morocco,MAR,2002,15179,Lower-middle income,21382,2019
Morocco,MAR,2003,15652,Lower-middle income,21382,2019
Morocco,MAR,2004,15795,Lower-middle income,21382,2019
Morocco,MAR,2005,16003,Lower-middle income,21382,2019
Morocco,MAR,2006,16256,Lower-middle income,21382,2019
Morocco,MAR,2007,16511,Lower-middle income,21382,2019
Morocco,MAR,2008,16707,Lower-middle income,21382,2019
Morocco,MAR,2009,16891,Lower-middle income,21382,2019
Morocco,MAR,2010,17038,Lower-middle income,21382,2019
Morocco,MAR,2011,17215,Lower-middle income,21382,2019
Morocco,MAR,2012,17559,Lower-middle income,21382,2019
Morocco,MAR,2013,19529,Lower-middle income,21382,2019
Morocco,MAR,2014,19679,Lower-middle income,21382,2019
Morocco,MAR,2015,19901,Lower-middle income,21382,2019
Morocco,MAR,2016,20203,Lower-middle income,21382,2019
Morocco,MAR,2017,20580,,21382,2019
Morocco,MAR,2018,21002,,21382,2019
Morocco,MAR,2019,21382,,21382,2019
Morocco,MAR,1987,,Lower-middle income,21382,2019
Morocco,MAR,1988,,Lower-middle income,21382,2019
Morocco,MAR,1989,,Lower-middle income,21382,2019
Mozambique,MOZ,1990,4848,Low income,8058,2019
Mozambique,MOZ,1991,4832,Low income,8058,2019
Mozambique,MOZ,1992,4866,Low income,8058,2019
Mozambique,MOZ,1993,4928,Low income,8058,2019
Mozambique,MOZ,1994,4926,Low income,8058,2019
Mozambique,MOZ,1995,4960,Low income,8058,2019
Mozambique,MOZ,1996,4994,Low income,8058,2019
Mozambique,MOZ,1997,5044,Low income,8058,2019
Mozambique,MOZ,1998,5089,Low income,8058,2019
Mozambique,MOZ,1999,5167,Low income,8058,2019
Mozambique,MOZ,2000,5303,Low income,8058,2019
Mozambique,MOZ,2001,5316,Low income,8058,2019
Mozambique,MOZ,2002,5429,Low income,8058,2019
Mozambique,MOZ,2003,5530,Low income,8058,2019
Mozambique,MOZ,2004,5716,Low income,8058,2019
Mozambique,MOZ,2005,5930,Low income,8058,2019
Mozambique,MOZ,2006,6137,Low income,8058,2019
Mozambique,MOZ,2007,6341,Low income,8058,2019
Mozambique,MOZ,2008,6601,Low income,8058,2019
Mozambique,MOZ,2009,6830,Low income,8058,2019
Mozambique,MOZ,2010,7105,Low income,8058,2019
Mozambique,MOZ,2011,7360,Low income,8058,2019
Mozambique,MOZ,2012,7602,Low income,8058,2019
Mozambique,MOZ,2013,7785,Low income,8058,2019
Mozambique,MOZ,2014,7899,Low income,8058,2019
Mozambique,MOZ,2015,7948,Low income,8058,2019
Mozambique,MOZ,2016,7980,Low income,8058,2019
Mozambique,MOZ,2017,8007,,8058,2019
Mozambique,MOZ,2018,8032,,8058,2019
Mozambique,MOZ,2019,8058,,8058,2019
Mozambique,MOZ,1987,,Low income,8058,2019
Mozambique,MOZ,1988,,Low income,8058,2019
Mozambique,MOZ,1989,,Low income,8058,2019
Myanmar,MMR,1990,70099,Low income,60039,2019
Myanmar,MMR,1991,71191,Low income,60039,2019
Myanmar,MMR,1992,71949,Low income,60039,2019
Myanmar,MMR,1993,72575,Low income,60039,2019
Myanmar,MMR,1994,72985,Low income,60039,2019
Myanmar,MMR,1995,73225,Low income,60039,2019
Myanmar,MMR,1996,73333,Low income,60039,2019
Myanmar,MMR,1997,73250,Low income,60039,2019
Myanmar,MMR,1998,73070,Low income,60039,2019
Myanmar,MMR,1999,72762,Low income,60039,2019
Myanmar,MMR,2000,72271,Low income,60039,2019
Myanmar,MMR,2001,71784,Low income,60039,2019
Myanmar,MMR,2002,71157,Low income,60039,2019
Myanmar,MMR,2003,70288,Low income,60039,2019
Myanmar,MMR,2004,70000,Low income,60039,2019
Myanmar,MMR,2005,68773,Low income,60039,2019
Myanmar,MMR,2006,67893,Low income,60039,2019
Myanmar,MMR,2007,66507,Low income,60039,2019
Myanmar,MMR,2008,65134,Low income,60039,2019
Myanmar,MMR,2009,64396,Low income,60039,2019
Myanmar,MMR,2010,63289,Low income,60039,2019
Myanmar,MMR,2011,62878,Low income,60039,2019
Myanmar,MMR,2012,62000,Low income,60039,2019
Myanmar,MMR,2013,61510,Low income,60039,2019
Myanmar,MMR,2014,60934,Lower-middle income,60039,2019
Myanmar,MMR,2015,60595,Lower-middle income,60039,2019
Myanmar,MMR,2016,60387,Lower-middle income,60039,2019
Myanmar,MMR,2017,60119,,60039,2019
Myanmar,MMR,2018,59960,,60039,2019
Myanmar,MMR,2019,60039,,60039,2019
Myanmar,MMR,1987,,Low income,60039,2019
Myanmar,MMR,1988,,Low income,60039,2019
Myanmar,MMR,1989,,Low income,60039,2019
Namibia,NAM,1990,1006,Lower-middle income,1150,2019
Namibia,NAM,1991,1022,Lower-middle income,1150,2019
Namibia,NAM,1992,1046,Lower-middle income,1150,2019
Namibia,NAM,1993,1066,Lower-middle income,1150,2019
Namibia,NAM,1994,1099,Lower-middle income,1150,2019
Namibia,NAM,1995,1132,Lower-middle income,1150,2019
Namibia,NAM,1996,1160,Lower-middle income,1150,2019
Namibia,NAM,1997,1191,Lower-middle income,1150,2019
Namibia,NAM,1998,1230,Lower-middle income,1150,2019
Namibia,NAM,1999,1274,Lower-middle income,1150,2019
Namibia,NAM,2000,1321,Lower-middle income,1150,2019
Namibia,NAM,2001,1326,Lower-middle income,1150,2019
Namibia,NAM,2002,1355,Lower-middle income,1150,2019
Namibia,NAM,2003,1356,Lower-middle income,1150,2019
Namibia,NAM,2004,1336,Lower-middle income,1150,2019
Namibia,NAM,2005,1306,Lower-middle income,1150,2019
Namibia,NAM,2006,1261,Lower-middle income,1150,2019
Namibia,NAM,2007,1221,Lower-middle income,1150,2019
Namibia,NAM,2008,1191,Upper-middle income,1150,2019
Namibia,NAM,2009,1174,Upper-middle income,1150,2019
Namibia,NAM,2010,1165,Upper-middle income,1150,2019
Namibia,NAM,2011,1138,Upper-middle income,1150,2019
Namibia,NAM,2012,1130,Upper-middle income,1150,2019
Namibia,NAM,2013,1131,Upper-middle income,1150,2019
Namibia,NAM,2014,1136,Upper-middle income,1150,2019
Namibia,NAM,2015,1144,Upper-middle income,1150,2019
Namibia,NAM,2016,1150,Upper-middle income,1150,2019
Namibia,NAM,2017,1152,,1150,2019
Namibia,NAM,2018,1153,,1150,2019
Namibia,NAM,2019,1150,,1150,2019
Namibia,NAM,1987,,Not categorized,1150,2019
Namibia,NAM,1988,,Not categorized,1150,2019
Namibia,NAM,1989,,Lower-middle income,1150,2019
Nauru,NRU,1990,11,Not categorized,11,2019
Nauru,NRU,1991,11,Not categorized,11,2019
Nauru,NRU,1992,12,Not categorized,11,2019
Nauru,NRU,1993,12,Not categorized,11,2019
Nauru,NRU,1994,12,Not categorized,11,2019
Nauru,NRU,1995,12,Not categorized,11,2019
Nauru,NRU,1996,12,Not categorized,11,2019
Nauru,NRU,1997,13,Not categorized,11,2019
Nauru,NRU,1998,13,Not categorized,11,2019
Nauru,NRU,1999,13,Not categorized,11,2019
Nauru,NRU,2000,13,Not categorized,11,2019
Nauru,NRU,2001,14,Not categorized,11,2019
Nauru,NRU,2002,14,Not categorized,11,2019
Nauru,NRU,2003,14,Not categorized,11,2019
Nauru,NRU,2004,14,Not categorized,11,2019
Nauru,NRU,2005,13,Not categorized,11,2019
Nauru,NRU,2006,13,Not categorized,11,2019
Nauru,NRU,2007,13,Not categorized,11,2019
Nauru,NRU,2008,13,Not categorized,11,2019
Nauru,NRU,2009,13,Not categorized,11,2019
Nauru,NRU,2010,13,Not categorized,11,2019
Nauru,NRU,2011,12,Not categorized,11,2019
Nauru,NRU,2012,12,Not categorized,11,2019
Nauru,NRU,2013,12,Not categorized,11,2019
Nauru,NRU,2014,12,Not categorized,11,2019
Nauru,NRU,2015,11,High income,11,2019
Nauru,NRU,2016,11,Upper-middle income,11,2019
Nauru,NRU,2017,11,,11,2019
Nauru,NRU,2018,11,,11,2019
Nauru,NRU,2019,11,,11,2019
Nauru,NRU,1987,,Not categorized,11,2019
Nauru,NRU,1988,,Not categorized,11,2019
Nauru,NRU,1989,,Not categorized,11,2019
Nepal,NPL,1990,19908,Low income,34201,2019
Nepal,NPL,1991,20210,Low income,34201,2019
Nepal,NPL,1992,20393,Low income,34201,2019
Nepal,NPL,1993,20896,Low income,34201,2019
Nepal,NPL,1994,21126,Low income,34201,2019
Nepal,NPL,1995,21393,Low income,34201,2019
Nepal,NPL,1996,21485,Low income,34201,2019
Nepal,NPL,1997,21818,Low income,34201,2019
Nepal,NPL,1998,22087,Low income,34201,2019
Nepal,NPL,1999,22326,Low income,34201,2019
Nepal,NPL,2000,22715,Low income,34201,2019
Nepal,NPL,2001,22958,Low income,34201,2019
Nepal,NPL,2002,23278,Low income,34201,2019
Nepal,NPL,2003,23750,Low income,34201,2019
Nepal,NPL,2004,24475,Low income,34201,2019
Nepal,NPL,2005,25244,Low income,34201,2019
Nepal,NPL,2006,26178,Low income,34201,2019
Nepal,NPL,2007,27119,Low income,34201,2019
Nepal,NPL,2008,27964,Low income,34201,2019
Nepal,NPL,2009,28814,Low income,34201,2019
Nepal,NPL,2010,29622,Low income,34201,2019
Nepal,NPL,2011,30698,Low income,34201,2019
Nepal,NPL,2012,31583,Low income,34201,2019
Nepal,NPL,2013,32304,Low income,34201,2019
Nepal,NPL,2014,32739,Low income,34201,2019
Nepal,NPL,2015,33276,Low income,34201,2019
Nepal,NPL,2016,33550,Low income,34201,2019
Nepal,NPL,2017,33808,,34201,2019
Nepal,NPL,2018,34070,,34201,2019
Nepal,NPL,2019,34201,,34201,2019
Nepal,NPL,1987,,Low income,34201,2019
Nepal,NPL,1988,,Low income,34201,2019
Nepal,NPL,1989,,Low income,34201,2019
Netherlands,NLD,1990,36808,High income,31530,2019
Netherlands,NLD,1991,36487,High income,31530,2019
Netherlands,NLD,1992,36254,High income,31530,2019
Netherlands,NLD,1993,36724,High income,31530,2019
Netherlands,NLD,1994,35918,High income,31530,2019
Netherlands,NLD,1995,35680,High income,31530,2019
Netherlands,NLD,1996,35531,High income,31530,2019
Netherlands,NLD,1997,34791,High income,31530,2019
Netherlands,NLD,1998,34414,High income,31530,2019
Netherlands,NLD,1999,34140,High income,31530,2019
Netherlands,NLD,2000,33454,High income,31530,2019
Netherlands,NLD,2001,32767,High income,31530,2019
Netherlands,NLD,2002,32150,High income,31530,2019
Netherlands,NLD,2003,31016,High income,31530,2019
Netherlands,NLD,2004,30443,High income,31530,2019
Netherlands,NLD,2005,29937,High income,31530,2019
Netherlands,NLD,2006,29569,High income,31530,2019
Netherlands,NLD,2007,29215,High income,31530,2019
Netherlands,NLD,2008,29207,High income,31530,2019
Netherlands,NLD,2009,29165,High income,31530,2019
Netherlands,NLD,2010,29219,High income,31530,2019
Netherlands,NLD,2011,29179,High income,31530,2019
Netherlands,NLD,2012,29531,High income,31530,2019
Netherlands,NLD,2013,29537,High income,31530,2019
Netherlands,NLD,2014,29319,High income,31530,2019
Netherlands,NLD,2015,29948,High income,31530,2019
Netherlands,NLD,2016,30312,High income,31530,2019
Netherlands,NLD,2017,30693,,31530,2019
Netherlands,NLD,2018,31124,,31530,2019
Netherlands,NLD,2019,31530,,31530,2019
Netherlands,NLD,1987,,High income,31530,2019
Netherlands,NLD,1988,,High income,31530,2019
Netherlands,NLD,1989,,High income,31530,2019
Netherlands Antilles,ANT,1987,,Upper-middle income,,
Netherlands Antilles,ANT,1988,,Upper-middle income,,
Netherlands Antilles,ANT,1989,,Upper-middle income,,
Netherlands Antilles,ANT,1990,,Upper-middle income,,
Netherlands Antilles,ANT,1991,,Upper-middle income,,
Netherlands Antilles,ANT,1992,,Upper-middle income,,
Netherlands Antilles,ANT,1993,,Upper-middle income,,
Netherlands Antilles,ANT,1994,,High income,,
Netherlands Antilles,ANT,1995,,High income,,
Netherlands Antilles,ANT,1996,,High income,,
Netherlands Antilles,ANT,1997,,High income,,
Netherlands Antilles,ANT,1998,,High income,,
Netherlands Antilles,ANT,1999,,High income,,
Netherlands Antilles,ANT,2000,,High income,,
Netherlands Antilles,ANT,2001,,High income,,
Netherlands Antilles,ANT,2002,,High income,,
Netherlands Antilles,ANT,2003,,High income,,
Netherlands Antilles,ANT,2004,,High income,,
Netherlands Antilles,ANT,2005,,High income,,
Netherlands Antilles,ANT,2006,,High income,,
Netherlands Antilles,ANT,2007,,High income,,
Netherlands Antilles,ANT,2008,,High income,,
Netherlands Antilles,ANT,2009,,High income,,
Netherlands Antilles,ANT,2010,,Not categorized,,
Netherlands Antilles,ANT,2011,,Not categorized,,
Netherlands Antilles,ANT,2012,,Not categorized,,
Netherlands Antilles,ANT,2013,,Not categorized,,
Netherlands Antilles,ANT,2014,,Not categorized,,
Netherlands Antilles,ANT,2015,,Not categorized,,
Netherlands Antilles,ANT,2016,,Not categorized,,
New Caledonia,NCL,1987,,Upper-middle income,,
New Caledonia,NCL,1988,,Upper-middle income,,
